,cleaned
29939,whq9137 bacnet enhancement bacnetdriver better support bacnet exceptions remember testing exceptions managed write exception writing second exception deleted calendar bookings bacnet controller
29967,permissions questions determine view control washington mills niagara falls
29973,whq9489 function si creating new company templates weird problems function cannot understand reason cannot equipment function look picture pa popup left called trend tag right uses equipment simple cicode calling pa popup function stag int iresult sleepms1000 stag end iresult returning value exact cicode projects works fine equipment ive also replaced another working believe easier show vm ive reproduce
29996,odd behavior citect server shutting open transfer case contact directly support detour gold corporation site id 53663 support 31 jul 2022 premium citect version citect scada 2016 update 22 os windows 10 professional virtual machine contact arcy dubuc phone 647 8472089 ext 2944 mobile 705 6224221 resume case noticed odd behavior citect server server stations running vms redundancy configured normally restart server citect runtime manager shutdown citect processes stopped citect runtime window close close ofs opc server stop normally citect ofs stay stopped shutdown restart windows happens servers except server server citect processes stopped stops ofs citect processes restart also restart ofs citect configured run service server seems act
29997,alarm ribbon showing alarms web struxureware template siteid 74906 citect scada 2016 update 38 mar alarm ribbon struxureware template populate update web desktop runtime existed update 33 update 38 image cause unclear happening localhost
30020,coms working setting modnet 30202000 driver seeing 00131076 kernel also patched citect latest version partial unstable coms asks code mean get modnet coms properly
30035,s7tcp communicate citect urgent case let availability remote session soon s7tcp driver s71500 plc turns giving bad reading indication configuration board image1 ports image2 iodevice image3 test variables image4 s71500 image5 citect image6 seen value variable mw20 mw20 second value test mw20 plc memory different labels implies tag affect try read piece data data block always gives bad various ways writing giving fails allow points percentages single double quotes find specific manual indication addressing s71500 s7tcp ways allowed always gives image7 podrías ayudarnos consultando como leer los db porque todas las variables que ocupo en el scada están en db con este s7tcp driver jesus matamoros
30050,introducing changes dev environment get splash screen introducing changes dev environment get splash screen runtime breaking cicode functions cause set area startup page configured id run dont call startup code computer setup wizard still called office get logged default splash screen gets displayed cicode function login correct default complete
30052,alarms displayed alarm banner clients alarms coming scada system find historical database end reporting seeing occurred october 19th high level alarm display tank hit high high shut site looking alarm servers today seen alarm flashing alarm server 01 showing alarm server 02 looked shown alarm showing connected alarm server showing alarm went back looked alarm server alarm longer flashing banner dont got acknowledged us since going version citect repeatable cant tell happening unless end users notices happening cant tell servers happening gets reported every couple months ton screenshoots include case opened byron danser
30056,emails working testing sending maillogon mailsend maillogoff citect managed make advice previous case implement functionallity onsite working pc made steps including downgrading thunderbird 32 bit version keep 314 executing maillogon instruction
30075,license point question pretty sure answer bring integer plc split 16 individual bits many points count license 16
30098,primary secondary alarm servers failed support wei chiet bhp bhp port hedland site code 209 normally roll citect run per week timeline restarted primary alarm server primary alarm server restarted running healthy secondary server showing 10k redundant alarms restarted secondary alarm server secondary alarm restarted showing red healthy time primary alarm server affected alarm servers went together alarm showing plant multiple restart either servers get online without success eventually deleted dat files primary secondary servers attachment restarted alarm server alarm servers came back healthy second time happened year mind investigate root cause cheers chiet
30107,web load p1 critical support teams needs run web run video check check
30127,whq9520 citect access anywhere security citect concerns security product eg allows login http port 8080 means users password transmitted clear text network understand local support inquired channels get satisfactory far trivial create rdp place desktop allow users log addition policy administrators log server rdp citrix logins wonder citrix cant citect technical nobody seems aware technical order document exception nordp rule
30144,whq9524 citect anywhere citect anywhere 12 running citect scada 2018 version 810 update 17 feb 11 20201 citect anywhere acked alarms pop new alarms itaa think set settimeonack system
30151,citect scada 2018 r2 update 21 supported tested windows 10 compilation didnt find detailed information supported versions windows 10 2004 20h1 20h2 21h1 21h2 citect scada 2018 r2 update 21 oct 21 information available pure citect scada 2018 r2 mentioned windows 10 2019 ltsc versions 20h1 20h2 21h1 21h2 info changes supported os update 21 information
30166,advanced alarms respect delay setting look legacy tech note 7844 im experiencing note says contact scada support ref 61956 fix v740 sp1
30214,opc server connection broken password change made change password account scada system ran several things broke thing cant seem correct opc connection win911 believe set citect win911 run account win911 opc still throwing wrong account verify citect opc server running correct account
30270,citectcitect scadasnmpii driver connection facing snmp ii driver connection citect scada 2018 r2 mentioned citect driver files implemented configuration tags read data mib tool also get refer screenshot get local pc data snmp ii driver citect could check confirm snapshotdbf application backup reference
30272,internet explorer go end life mid2022 received notification microsoft announced internet explorer go end life mid2022 impact microsoft web browser activex control citect pages
30313,whq9575 citect connector stopped working citect connector r3 supplementary update ver 30 sometimes stops working stops sending data historian happened couple times interface connector falsely reported connector still working restart service resolve also suggested suggestion another fix full reboot server ive sent logs helps find log entries may related neither server connector running historian receiving data
30463,required ports connect firewall citect support im connect citect io servers located side firewall process control network screen shot io server setup couple questions additional ports required arent listed io servers test ports open ive telnet isnt working david howe
30470,read value mssql support teams currently company included connecting mssql write mssql read value mssql seems doesnt code read value tag3 table tbtag1 column id4 dont miss check us string function wtp1read int hsql int hexeci string time1 string retvalue hsql sqlconnect hsql connect sqlerrmsg 48 else sqlexechsql select cname fetish surname jumpy sqlexechsql select tag3 tbtag1 id sqlnexthsql retvalue sqlgetfield hsql tag3 end end return retvalue end
30507,driver powerlogic ion8650 citect support powerlogic ion8650 series driver called ion powerlogic ion8650 series measure electrical calculate things aggregate data usage efficiency etc within reporting aware modbus could get access real time data special parameters accessed proprietary driver ion calculations scripting defeats purpose powerlogic ion place cannot find driver suppose available workaround
30539,floating license manager integrity check failed schneider electric floating license manager integrity check failed floating license manager logs find failing resolve
30585,whq9610 print sa system projects pageprint prints pane buttonfunction defined ive also function winprint wincopy result understand behavior way print entire screen sa template sxw template caused new page structure sa template projects functions mentioned select active window pane containing object launched function moment sa template way capture entire screen executing external powershell script shown
30627,information question piv cards citect done anything piv card integration couple years
30651,opcua server tags include chinese characters read data show bad check video next add following parameters citectini run find useful information related opcua based understanding seems driver cant support chinese characters tag could confirm maybe ask citect side also try convince system integrator english said reading tags 3rd party opcua server already configured chinese check newest log details
30654,opcua server tags include chinese characters read data show bad based understanding seems driver cant support chinese characters tag could confirm also try convince system integrator english said reading tags 3rd party opcua server already configured chinese
30664,newer clients access 72 citect server aware connect older version clients newer version server parameter want confirm reverse also works newer clients connect older server particular case server version 72 simply sell new licenses believe since citect 73 difference desktop web clients server 72 sure cause
30668,citect licensing support icce active water system purchased 2xct101114 plant scada server 5000 points 2xct102014 plant scada control 5000 points 1x ct103299 plant scada web viewonly clientthey licenses different usbs wanted architecture consists computers computer server usb license ct101114 plant scada server 5000 points 48144857 computer server usb license ct101114 plant scada server 5000 points 48144858 computer control usb license ct102014 plant scada control 5000 points 48144859 computer control usb license ct102014 plant scada control 5000 points 48144860 architecture works without webviewonly web viewonly license separate usb collision try insert computer server computer recognise licenses sometimes sometimes question transfer webviewonly usb existing server licenselets say key 48144857should enough system functional webviewonly operating correctly
30692,alarms archived alarm si almost finish migration citect scada v820 cf agreement id 121293 drawback alarms despite fact animations case alarms seen well record left reflected alarm bar present example variables alarms show well animations objects image1 object alarm image2 motor shown red thermal trip alarm setting definition image3 shown bar image4 neither history current alarms alarm appear image5 general server alarm appear seems stops date engineer cant find adjust image6 imagine due migration remains original date 2009 adjust jesus matamoros
30712,software license stopped working software license stopped working department maintenance
30731,corrupt pages opening graphic builder case escalate support open case contact directly support alpha automation site id 68909 support may 31st 2022 citect version citect 2018 r2 os windows 10 contact derek schultz phone 3063207046 resume case corrupt pages showing runtime view citect studio visualization page graphic builder pages open preview showing clicking open wont show corrupt pages alarm management pg1 alarm management pg2 alarm management pg3 screenshots program restoring gotten result contact directly
30744,possible trend data 3rd party sql server historian support teams database msql question draw trend data msql
30774,usb dongle key license authorize modnet driver case escalate open transfer case contact directly support albany international perth site id 23294 support april 30th 2022 citect version plant scada r2 os na contact klaas van der veen phone 613 2643822 resume case following upgrade usb dongle key 048076396 key licensed modnet driver unlicensed drivers try reapply upgrade key change table1 citect licensepng shows information key read ciusafe application image002png shows information visible avevas citect license generator page right cannot key needs modbus driver correct licensing information drivers unlicensed drivers authorized provide new upgrade code
30786,restarting io server causing plcplc comms fault restarting two citect ioservers causes communication ge plc allan bradley plc drop communication types plcs citect startup afterwards
30802,dowloaded citect scada 2018 shows different md5 hash listed download page downloaded citect 2018 correct match sha1 hash however md5 hash different listed download page cause web page provided wrong data
30810,citectcitect scadaos windows patches details aramco saudi arabia theyre looking latest patch details windows checked citect 2018 r2 tested windows sp1 enterprise update patch details available security central site
30938,upgarding citect scada 2015 2018 15 usb keys bought 2015 purchased standard support services every year want upgrade software version 2018 upgrade expenses possible
30969,alarm cluster cannot display aveva expert included projects main citect scada 2018 update 36 several clusters alarms cannot display clustern4z1qlj others ok added equipments log alarms txt record alarms normally found many alarm server logs could check
30998,wonderware historian connector wonderware historian connector says sometimes historian disconnects connector due short network problems remains disconnected restarts connector connector installed machine citect server historian installed another pc located far connector
31000,snmp communication deployment snmp dbf files deployment server doesnt copy snmp dbf io servers deployment process put files permanently io servers make life easier dbf files essential operation snmp manually copying moment
31021,users black screen wunderlich malec si enduser city santa fe nm 2018 r2 citect anywhere working fine recently week two ago open session got black screen navigation pages within week second seeing behavior users open without screenshot supplied doesnt anything log files
31025,acknowledge alarms alarm server restarts restarting alarm server processes redundant alarm servers acknowledge alarms alarm server restart process still running alarms come acknowledged alarms come alarm banner alarm summary page appear unacknowledged flashing however logged right clicks alarms accesses menu acknowledge option grayed unavailable alarms new unacknowledged placed cicode alarm tool menu code find ack option available returns alarms already acknowlwedged alarm servers back running ack option shows available acknowledge 20211110 140954579 0700 alarm menu alarm record already acknowledged 20211110 140954581 0700 alarm menu cant ack alarm backpriv nunack
31040,aveva historian connector missing alarms aveva historian connector hotfix aveva historian 2020r2 p1 201001000 digital alarm triggered initial alarm missed historian connector show valarmhistory2 view ack read correctly connector shows aveva historian ackrtn also shows correctly comparison also citect historian running parallel picks initial alarm condition correctly process value historian connector read correctly shows change true time initial alarm condition
31060,questions sms setting sms practices information set encrytion read sort goes wondering additional information
31074,connecting pi system citect scada 71 72 assign case tatsuya yoshida gcs tokyo add information files process end pipe microsoft sql server 233 pwd pi interfaces cannot read japanese locale refer portal case 00918032 citect windows regarding windows 233 location ini msg applies pi interface opc da 26182 27141 27022 26721 2635 26153 26144 pi interface citect 3144 3140 3135 3more updated november 15 pi interfaces versions pwd store login information data source cannot correctly japanese operation system example pi interface opc da opc private security specified without userid password example pi interface citect windows 233 process end pipe environment pi interfaces uses pwd example pi interface opc da 2635 later pi interface citect 3110 later change system locale united states restart interface change system locale back japanese interface without cause pi interface recognizes encrypted password empty doesnt read system locale set japanese link item
31156,opc ae server support looking opc ae citectscada alarm management system pull alarm data citect via opc ae registered opc ae via setup wizard seem registered opc successfully however cant seem find opc ae server running machine wondering special license required run opc ken
31185,whq9741 problems ctapi citect update issueupdated 2018 r2 u11 u22 two applications stopped working installing update scada servers applications running years authenitcation cause ctapi dll application folder
31207,alarmhelp functioning great river energy get alarmhelp function bring page looking alarm looking historical alarms control screen right click alarm bring page alarmhelp key sequence setup alarm display left mouse button clicks execute alarmhelp nothing happens tested machine alarm summary screen looking active alarms cannot get function either description function says bring alarm page associated alarm based mouse cursor location putting mouse alarm alarm display text display assigned alarmed tag graphic assigned alarm tag gotten function execute bring alarm page scenarios way works right clicking alarm alarm display wondering might wrong alarmhelp function
31230,cannot licenses flexnet recently purchased new license cannot flexnet floating license manager license go flexnet automatically set made sure installed flm admin made sure lmasmin services running restarted got phone could provide insight might greatly appreciated
31294,update expiry date dongle license update expiry date dongle license
31369,citect anywhere secure gateway specs server needs run citect anywhere server specs server run secure gateway run citect anywhere sever machine running citect scada server
31371,activatable page flexnet empty critical flexnet normal activatable page empty cause
31391,many recommend internet speed citect scada anywhere supporter planing citect anywhere laptop 4g rounter connect citect server let recommend internet speed
31414,rfi bugzilla citect access bugzilla citect current bugs enhancements requests comment etc bugzilla still access still available someone new platform question goes access
31523,citect scada2018r2 stops occasionally win10 continued case 960129060 assigned tatsuya yoshida gcs tokyo nsk japan history case960133766 case si fujitsu shindo japan making inquiry behalf nsk hangzhou automotive components background 2016 fujitsu delivered citect scada 2015 nsk purchased software schneider electric china time mr shindo fujitsu created citect onsite machine made sets redundant spare machine therefore purchased 15 sentinel licenses os windows trouble occurred time contacted schneider electric solved reference case0002152848 question citect case0002152849 fujitsu japan investigation next years system continued operate without problems nsk fujitsu update system wanted upgrade citect scada 2018r2 gave expensive said chinese distributor cost 10 million yen updated citect scada2015 sp1 evaluated windows 10 final patch 38 applied change occurred november updating system sometimes writing time data runtime plc delayed details described runtime citect scada2015sp1 executed windows 10 time writing plc occasionally stops sets machine changed update citect runtime writes time data omron plc via takebishi opc server 1second cycles called heartbeat program generates made cicode judge result put ci plc alarm heartbeat writing delayed seconds delay previous windows updating windows 10 2015 sp1 plc alarms frequently issued return old environment windows heartbeat delay phenomenon check log takebishi opc server citect runtime running processing cicode generates heartbeat stopped seconds 20 seconds syslog opc acquired yet history heartbeat delay early november scada 1103 1249 scada 1111 scada 1102 1238 1105 1245 1105 2230 1110 1221 times 12 39 4912 40 37 1110 1321 4times 13 20 5513 21 3813 22 1113 22 29 1110 1348 5times 13 48 2213 49 0013 49 1213 49 2213 49 42 scada 1102 0825830 1103 1305 1105 0830 scada 1103 1249 1109 1855 1110 1245 scada 1103 1120 1110 1123 3times 1110 1221 2times 12 22 42 12 23 26 scada 1103 2116 1110 0204 2time reference nwsstrace04ctz explanation server configuration program current situation sets 13467 returned old environment windows without heartbeat nos new environment windows 10 occurred yongyun chen contacted nsk xiaomin huan said citect scada upgraded 2018 r2 free charge chinese agency says costs 10 million yen information inconsistent check costs 10 million yen via agency cost free cheap plan upgrade 2018 r2 citect scada fujitsu begun testing citect scada 2018 r2 japanese test lab concerns originally many cicodes exchange signals plc upper database communication state heavy traffic however windows heartbeat customers convinced updating windows 10 heartbeat delay occurs upgrading 2018 r2 citect scada software modification support required nsk japan履歴 case960133766 このケースでは 日本のsi 富士通 進藤様が nsk hangzhou automotive components の代理として問合せをしている 経緯 2016年に富士通はnsk にcitect scada2015を納入した 予備機が1台あった その時にトラブルが起きたが 彼らはschneider 参照 case0002152848 question citect case0002152849 fujitsu japan investigation その後5年間 高価なため諦めた scada2015 sp1にアップデートした 最終パッチ38を適用した システムを更新した後 詳細は以下に記述する 問題 これをハートビートと呼び result put ciで作られている scada1 1103 1249 scada2 1111 scada3 1102 1238 1105 1245 1105 2230 1110 1221 times 123949124037 1110 1321 4times 1110 1348 5times scada4 1102 0825830 1103 1305 1105 0830 scada5 1103 1249 1109 1855 1110 1245 scada6 1103 1120 1110 1123 3times 1110 1221 scada7 1103 2116 1110 0204 2time 参照 nwsstrace04ctz プロジェクトファイル4号機 現状 7セットのうち5セット yongyun chenがnsk xiaomin huanとコンタクトしており 情報が食い違っている 懸念事項
31602,citect connector push data historian long downtime every week shutdown maintenance historian trend tags majority data comes seeing 374 8000 tags expect connector eventually starts historian shows 374 tags log files shows log files screenshot continuation case 960101986 cause trend server three clusters running
31658,demo license activation failed failed activate atx4tcrsf9t76 includes license enough remaining usage rights available citect scada 2018r2 u15 schneider electric floating license manager 26
31684,write tags via modnet30 protocol system modernization switched hardware platform modicon premium m580 vijeo citect v73 include driver modnet30 driver instead controller responding monitoring control means absolutely cannot write controller also versions modnet driver reaching worse results possible ofs instead states network equipments end stopping investment schneider hardware software modernization solved
31738,citect connect server lost connection server saturday night server status tran table showing offline server side firewall networking team checked changes made firewall cannot connection rejected messages citect v720 server citect 2018 r2
31800,whq9875 ctapi ctapi logs cannot browse variable tags cause ctapi server process linked cluster working
31835,simple question citect servers virtualized environment 2018r2 primary backup servers running seperate pcs virtualized vms plant scadacitect 2018r2 running service vms seperate pcs acronis backup software vers 15 stop citect service run image backup
31854,citectcitect scada report generation xref 960113675 several report generation hourly reports always generated reports generated primary scada server generated standby server
31964,citect acquiring license v2018r2 citect acquire license citect master provided could prevent acquiring license
31968,multimonitor popup continuation sr 960119883 onsite testing today gone recommended steps popup still displayed wrong monitor couple screenshots am01 shows graphic selecting popup am02 shows second monitor popup displayed suggestions
32061,high cpu io servers connector makes initial connection redundant io servers 2018r2 update 14 separate machine aveva historian connector v3 hot fix running configured look two servers turning connector time citect servers spiked 100 cpu usage losing communications field devices lab connector running machine server processes also saw 100 cpu manually kill connector service reboot scada servers get back normal setting another test production environment replicate known causes specific steps take isolate
32125,plantscada aveva historian get variable tags defined plantscada historize check box aveva historian works digital data type int doesnt way create trend historized guide users works aveva historian
32132,whq9991 communication omron plc end omron plc communication works omron plc communicating omfins protocol running driver version 10006001 30004000 got bad new version cause source parameter wrongly set omfins3 section
32137,regarding display tool tips citect scada 2016 v800 update 38 three value display boxes tool tip configured outer rectangle additionally two lower ones pagedisplay function allocated seeing move mouse item already focus tool tip displayed tool tip displayed focusable object bottom two display boxes hovered gains focus time thus create single focusable object page tool tip never displayed mouse move residence time ct volume ok refer image1 mouse move ct volume ok effective ct ok refer image2 refer image3
32143,update download website let download updates longer download update 20 couple months ago cannot steve account says thing
32151,activate license citect city bend public works agreement id 52617 old citect 74 running usb dongle license new machine running pkant scada r2 gone aveva online license generator obtained authorization code existing serial number go licensing tab plant scada studio go floating license manager tab license available activate also activation id present aveva license generator site usb license told could license machine floating leave usb wish transfer usb
32230,whq10023 bug citect licensing matspeter lmt back tricky questions cannot find answers question found interesting changes existing system system running fine many years think way back 720 days currently running citect 2016 latest patch system consists number small clusters typically 500points running citect server 500 points full license server part set connect clusters thereby possibility pages clusters perforing changes week enhance security sites thing planned switch citect run service broke system totally service mode switching pages got point limit exceeded part shut server processes kept running could replicate several sites switched back application mode part citect working could expected behaviuor running citect service
32271,ofsopc 0xc0040007 item definition exist within server space document sent us ofsopc get bad tags unclear device communication wizard device advised check topology components mapping io devices configuration according ofsopc driver manual reply io device configured correctly variables quality variables quality believe addition advised refresh tags citect studio well didnt confirm helped setup debug level ofsopc remote session possible back log files steps reproduce section exceeding char limit relevant extracts full files tags v00111a101diag group get following 0xc0040007 item definition exist within server space suspicion might added tags later sure refresh tags action citect studio resolve limitation ioddt variables exposed ofs server
32285,loading s7 tag database failed load logic tags time fat citect import tags prompt image020png tags imported tags updated fat worked citect running driver s7tcp 30002000 citect scada 2018 810 update 18 mar 10 installed could
32286,whq10013 autologin mode running service running service
32287,whq10012 change color rub change color old trend rubber band
32290,whq10014 io device stats 100 cpu load running service iodevicestats working running service cpu goes 100 cause seems product present v830
32332,sendkeys function currently facing whereby sendkeys wont either paint notepad screenshot saving made small cicode called contains small functions screen capture save screen capture sendkeys ctrl paste string field working clipcopy copying text clipboard sendkeys pasting field make simpler sendkeys paste string notepad didnt either known sendkeys suspected citect didnt window called winprint launch save persisted throughout paint notepad
32350,screen resolution way built 1024x768 stretched runtime covers entire screen messed parameters seem get function correctly possible begin
32382,meaning code inst buf assbuf meaning code inst buf assbuf
32422,software protection failure key found license available network computers running deployment profile running version citect 2018 r2 may patch version floating license manager valid control license computer syslogdat shows seeing license startup keeps shutting software protection fault relevant log excerpt 20211209 105936265 0500 licrunmode 0x23eb 20211209 105936321 0500 citect 32 bit pid 8436 startup 820 update 17 may 11 20211209 110116377 0500 system stops run get remote license retry count 20211209 110116377 0500 shutdown software protection failure key found license available network line 1710
32433,whq10078 cause rights trend location
32538,citect scada 2016 time often 40 days time service stops working pcs service run long time ago cause
32553,trnnew function citect scada 2018r2 cicode function trnnew ct 2018r2 function doesnt doesnt receive cause correct function
32609,opcda server automatic disconected opc cannot automatic reconnect citect scada opcda server setting server oncloud also oi gateway aveva omi collect data via opc operating several hours disconnected cannot reconnect automatically note oi gateway many connections opcda servers cannot reconnect citect server oncloud scada indusoft onpremise login windows citect server connection go back connected suggestions adding parameters citectini solving oi gateway reference
32614,limitation citect performance presales question improve citect performance
32617,implementation arcgis plant scada double check possibility toin wayto implent arcgis map plant scada
32658,citect server odbc driver missing 1919 odbc installation cause tn7684
32748,export trends data hst files csv format citect 2016 trends hst files required convert csv sec trends data available years 15 min trends data available 10 years data required export csv suggest
32760,citectcitect citect connector historian facing establishing connection connector per provided tech note phase historian changed logon local system account nt service noticed citect destination status changed disconnected later resolve changed logon account provided provide password resolved citect connector phase1 citect connector citect destination status showing online refer screenshot citect collector status phase1 historian tag configurator showing tags noticed tags historised update tag remove historise option tags updated historian tag configurator also noticed historian logging tags showing refer screenshot pt example
32814,citect historian connector relaying alarm comment alarm generation citect historian connector relaying alarm comment alarm generation comment relayed acknowledgment
32876,number allowed limit repairs already exceeded repairing citect anywhere license include license allowed number repairs already exceeded 7248 cause repaired defined limit
32886,cicode trends populating deployment current trend window displays saved trends deployment gone nothing seems appear works fine server looks coded cicode question cicode automatically get copied deployment seem clients screenshots make little sense
32899,display jpg png formats runtime display jpg png formats runtime cause past activex interface ms media player microsoft ended support activex interface media player functioning anymore dspbmp display image scale image fit fixed frame proposed web browser activex open image via html scaling image done html however satisfied dsp avoiding activex dependency
32925,whq10198 restarting omron devices via serverrestart citect version 2018r2 update 20 driver version omfins 30004000 come across another omfins protocol closed whq9991 restarts processes serverrestart omron devices never come online however restart server completely restart runtime manager plc comes online io devices serverrestart simple button calling serverrestart servers driverspecific cannot find clues logs share anyway find anything
32946,citect scada software confirmation critical vulnerability java log4j p1 critical support must aware recent critical vulnerability identified java log4j cve202144228 refer link worst security recent times important identify fix vulnerability immediate basis view check notify us citect scada v8 citect historian impacted java log4j component immediately suggest us mitigation plan along stepbystep procedure hemant soyantar
32951,citectcitect scadaexecute function excel cicode facing execute function excel cicode button exec cprogram filesmicrosoft caxls also made blockexe0 ini parameter still
32958,runtime crash righi elettroservizi site id 83334 crash citect scada 2018 r2 update 14 says often end find window screen confirm runtime crash find link find logs screenshot
32977,historian connector reconnection antonio imi fabi problems historian connector archestra logs soon receive marco
32988,trends recording properly trends recorded properly documents two analog sensors recorded trend configuration sometimes trends interrupted select pencil corresponding trend unregistered part drawn another color select another pencil unregistered part disappears another system registering also sensors part drawn different color correspond actual sensor part drawn correct color correspond actual sensor
33055,whq10251 citect anywhere black screen si installing new citect anywhere server encountered weird get black screen picture 1png logging via web browser toolbox visible chrome edge also incognito mode get rid cookie cache cannot reproduce environment setup ini configjs identical mine normal server works fine also set login form view privileged restriction page ideas
33061,whq10255 max number processes running citect got question general recommendation many citect processes ioserver trend etc running single server interevent thing aware moment projects specifications course installation guide
33069,ab clx driver connecting tags plc ab clx driver yesterday afternoon everything ok ab clx connecting multiple plcs every plc working except isnt working correctly tags readwritten tagdebug tool plc tag testing everything looks ok kernel another set eyes blommer chocolate remote access live system asap
33101,whq10222 scheduler special days divided area possible divide special days area scheduler created case explains pretty ive ive could find similar case call tracking database tn thing mentioning special days
33198,alarm needs date sort si mckim creed cid 34679 1needs sort alarms date newest top verses sort configure citect ini settign setting change colors alarms yellow alarm shows poorly white alarm display screen way display count number alarms
33205,historian connector data appearing aveva historian historian connector v3 hotfix aveva historian 2020r1 p1 smc log connector machine appears data sent historian historian data acquisition pane connector topic appear number tags rate usually connector syslog appears data sent current time timestamps log several hours earlier data appears query value tag quality 133 timestamp matches lower time bound query letting connector run appear query
33241,windows 11 support isnt listed supported support matrix idea supported
33257,citectcitect scadato restore old trend data new system ashghal qatar theyre facing restore old trend data backup newanother citect scada machine due maintenance related server computer change machine scada server shifted scada computer current running server scada system citect scada 2018 r2 trend backup application backup let us require details
33305,installing pcs framework 462 x64 installing pcs framework 462 x64 windows function properly means menu display windows explorer open throws related resolutioin system configuration bhp released patches causing related pcs update
33389,deployment complete successfully clients internal occurred deploying version onto remote node deployment finish successfully deployment complete successfully clients deployment complete following displayed internal occurred deploying version onto remote node deployment finish successfull
33417,run citect scada 2015 headless server aveva historian connector citect scada 75 sp1 historian connector v3 machine runs readonly license connects two redundant servers running io trend report alarm servers historian connector configured local machine servers ctapi connection configure startup machine everything auto starts connector connects automatically sites running 2018r2 architecture two servers readonly historian connector pointed locally auto correctly meaning logged historian connector connects local running process sends data historian sites 75 installed server runtime manager historian connector services configured auto replicate lab
33436,cant configure sms wunderlich malec end city santa fe nm system citect 82 2018 r2 late week onsite changed things system deployment disappeared configurator wont configure sms cant retrieve root certificate another thing citect anywhere deployment sure related citect anywhere machine users password expired screenshots
33437,citect runtime stopped sending alarm notifications citect runtime stopped sending alarm notifications windows update cause mail function working windows update
33445,windows 10 enterprise ltsc 2019 windows server 2019 standard support aveva technology matrix found lists following os supported citect 820 windows 10 2019 ltsc iot enterprise windows server 2019 ltsc standard desktop experience support extend windows 10 enterprise ltsc 2019 windows server 2019 standard
33456,cannot configure system management server cannot configure system management server common platform option tree within configurator occurring recently installed system update installation install could multiple windows function failed including access windows menu case
33460,driver iec870ip way change t2 value driver driver iec870ip way change t2 value driver
33481,citect license server create system server machine sentinel usb key server machine uses sentinel usb key server server separate key key contains licenses normal understand runtime usb key stopped stopped theory unfortunately usb key test create system server machine flm key server machine flm keys two clients machine without licenses license server server server process
33498,cant open citect anywhere session wunderlich malec enduser city santa fe nm local changed ip citect anywhere machine cant open session says users password expired runtime run locally password briefly worked chris stitsel connection problems machine case 960141140 chris provided tn 32830 worked reports check box referenced already unchecked remains machine part domain machines cluster domain part workgroup local says didnt push policies screenshot waiting logs
33590,screen navigation show screen open screen navigation setup show highlight navigation screen open example page otto holden generator control screen open right side navigation menu doesnt highlight menu expand otto holden general generator control shown page option highlight show screen open navigation rather searching screen possible highlight alternative expand menu items associated open screen example page shows mountain chute generator control screen navigation right expands screens associated mountain chute
33612,ctapi connection interrupted following migration citect version 72 plant scada r2 longer visualize trends process analyst gets ctapi connection interrupted configuration works citect 72 cause changed server domain controller server groups got messed
33626,citect support citect firstname bernard lastname roes techsupportid samacountname productline citect subject support citect description support citect applications
33628,psdirect driver configuration configuring driver siemens industrial ethernet configurator tool following displayed niostop failed niomaphdr failed cause probably faulty installation
33635,downloading intermediate driver versions found iec870ip driver version 50004000 problems present version 41600000 variables change new value status bad appears
33660,alarm attribute modification runtime site id60384 agreement 144669 noticed alarm configuration taking effect runtime configuration analog alarm setpoints time delays enable useconfiglimit citectini want alarms configuration dynamic change runtime runtime change analog alarm setpoints modifying attribute highhigh high low lowlow may modify time delay alarms attribute data type
33672,access web remote location scada version2018r2 liscence control web liscenceon local pc web working access screen data also communicated local host pcbut open remote pc via static ip screen visible tag communicated sec dispay software protection faliure firewall pc required port open forwared case big troublesince 5days reslove result
33684,melsecqna upgrade v61 citect scada 2018 r2 io devices protocol melsecqna installed melsecq driver pack melsecqna unavailable melsecqna similar melsecq available another driver pack
33715,demo license failed activation failed activate jan demo licenses enough remaining usage rights available
33749,alarm filter based localtimedate case escalate open transfer case contact directly support city winnipeg site id 78459 support nov 30 2022 citect version citect scada 2018 r2 os windows 10 pro contact richard song phone 204 2320263 resume case noticed filter alarms based localtimedate system automatically minus hour time entered rule box noticed behavior version 82 earlier version screenshot could reproduce citect version 81 83 noticed happens date november date switch light saving time normal time screenshot date happen midnight midnight 120000 8th works correctly screenshots alarmfilter3 5png verified similar passing normal time light saving time advise abnormal behavior
33792,moving licenses washington mills two terminal servers primary secondary usb key 15 licenses primary wondering way move 15 licenses primary secondary access 30 licenses thought usb key licensing citect ability floating license manager license server failover
33963,whq10449 updates alternatives activex version 373 updates active activex viewingediting database functionality layout look xpstyle
33976,citect scada 2018 compatibility windows server 2022 compatibility required citect updates windows server 2022 os
34051,alarm page initialization left equipment tree case escalate open transfer case contact directly support city winnipeg site id 78459 support nov 30th 2022 citect version citect scada 2018 r2 os windows 10 pro contact richard song phone 204 2320263 resume case following specific question regarding different topic might functionality lowest layer templatenormal way implement instead dig workaround wondering whether favor connect right group organization based sxw template style want achieve alarm page opened click cell right screenshot open alarm page corresponding equipment tree node selected node child nodes selected alarm page opened already click cell cell right screenshot make alarm page current page corresponding equipment tree node selected node child nodes selected continue next activity
34055,whq10481 deployment fails restart return status server deployment ok done sending files machine runtime restarted force set doesnt return active status shows status deployment manually restarting runtime deployed reported back status deployment server happens every time deploying customers system pc named scada02 deployment clients works well
